ROOT,LEMMA,LEMMA_ARA,PATTERN_ABSTRACT,PATTERN,GLOSS,FUNCTION,POS
l.h.b,lahib-a,لَهِب-َ,1a2i3,1a2i3,burn;flame,trans,VERB
l.h.b,talah~ab,تَلَهَّب,ta1a2~3,ta1a2~a3,be_ablaze;burn,trans,VERB
l.h.b,{ilotihaAb,ٱِلْتِهَاب,{i1oti2A3,{i1oti2aA3,inflammation,-,NOUN
l.h.b,<ilohaAb,إِلْهَاب,<i1o2A3,<i1o2aA3,inflaming;kindling;provoking,-,NOUN
l.H.b,laAHib,لَاحِب,1A2i3,1aA2i3,electrode;open;passable,-,NOUN
l.h.b,lahab,لَهَب,1a2a3,1a2a3,flame,-,NOUN
l.h.b,lahiyb,لَهِيب,1a2iy3,1a2iy3,flame,-,NOUN
l.h.b,luhaAb,لُهَاب,1u2A3,1u2aA3,flame,-,NOUN
l.h.b,{ilotihaAbiy~,ٱِلْتِهَابِيّ,{i1oti2A3+iy~,{i1oti2aA3iy~,inflammable;inflammatory,-,ADJ
l.h.b,lahobaAn,لَهْبَان,1a2o3aY,1a2o3,thirsty,-,ADJ
l.h.b,lahobaAn,لَهْبَان,1a2o3An,1a2o3aAn,thirsty,-,ADJ
l.h.b,mulotahib,مُلْتَهِب,mu1ota2i3,mu1ota2i3,ablaze;burning;inflamed,-,ADJ
l.H.d,{ilotaHad,ٱِلْتَحَد,{i1ota2a3,{i1ota2a3,apostatize;deviate,trans,VERB
l.H.d,>aloHad,أَلْحَد,>a1o2a3,>a1o2a3,apostatize;become_an_atheist,trans,VERB
l.H.d,laHad-a,لَحَد-َ,1a2a3,1a2a3,apostatize;bury,trans,VERB
l.h.d,lahad-a,لَهَد-َ,1a2a3,1a2a3,overburden,trans,VERB
l.H.d,<iloHaAd,إِلْحَاد,<i1o2A3,<i1o2aA3,apostasy;atheism,-,NOUN
l.H.d,<iloHaAdiy~,إِلْحَادِيّ,<i1o2A3+iy~,<i1o2aA3iy~,atheist;godless,-,NOUN
l.H.d,laH~aAd,لَحَّاد,1a2~A3,1a2~aA3,gravedigger,-,NOUN
l.h.d,lahod,لَهْد,1a2o3,1a2o3,overburdening,-,NOUN
l.H.d,laHod,لَحْد,1a2o3,1a2o3,grave;tomb,-,NOUN
l.H.d,laHodiy~,لَحْدِيّ,1a2o3+iy~,1a2o3iy~,Lahad_partisans;Lahdite,-,NOUN
l.H.d,muloHid,مُلْحِد,mu1o2i3,mu1o2i3,atheist;heretic,-,NOUN
l.H.d,<iloHaAdiy~,إِلْحَادِيّ,<i1o2A3+iy~,<i1o2aA3iy~,atheist;godless,-,ADJ
l.H.d,laHodiy~,لَحْدِيّ,1a2o3+iy~,1a2o3iy~,Lahad_partisans;Lahdite,-,ADJ
l.H.d,muloHid,مُلْحِد,mu1o2i3,mu1o2i3,atheist;heretic,-,ADJ
l.H.f,{ilotaHaf,ٱِلْتَحَف,{i1ota2a3_INTRANS,{i1ota2a3,be_wrapped,INTRANS,VERB
l.H.f,>aloHaf,أَلْحَف,>a1o2a3,>a1o2a3,cover;importune;wrap,trans,VERB
l.H.f,laHaf-a,لَحَف-َ,1a2a3,1a2a3,cover;wrap,trans,VERB
l.h.f,lahif-a,لَهِف-َ,1a2i3,1a2i3,deplore;regret,trans,VERB
l.H.f,talaH~af,تَلَحَّف,ta1a2~3_INTRANS,ta1a2~a3,be_wrapped,INTRANS,VERB
l.h.f,talah~af,تَلَهَّف,ta1a2~3_INTRANS,ta1a2~a3,be_anxious;be_impatient,INTRANS,VERB
l.H.f,<iloHaAf,إِلْحَاف,<i1o2A3,<i1o2aA3,importunity,-,NOUN
l.h.f,lahof,لَهْف,1a2o3,1a2o3,grief;regret;sorrow,-,NOUN
l.h.f,lahofap,لَهْفَة,1a2o3+ap,1a2o3,apprehension;sorrow;yearning,-,NOUN
l.H.f,liHaAf,لِحَاف,1i2A3,1i2aA3,blanket;cover;wrap,-,NOUN
l.H.f,liHof,لِحْف,1i2o3,1i2o3,foot_of_a_mountain,-,NOUN
l.H.f,miloHaf,مِلْحَف,mi1o2a3,mi1o2a3,blanket;cover;wrap,-,NOUN
l.H.f,miloHafap,مِلْحَفَة,mi1o2a3+ap,mi1o2a3,blanket;cover;wrap,-,NOUN
l.h.f,laAhif,لَاهِف,1A2i3,1aA2i3,regretful;worried,-,ADJ
l.h.f,lahiyf,لَهِيف,1a2iy3,1a2iy3,desirous;eager;worried,-,ADJ
l.h.f,lahofaAn,لَهْفَان,1a2o3aY,1a2o3,eager;grieved;regretful;worried,-,ADJ
l.h.f,lahofaAn,لَهْفَان,1a2o3An,1a2o3aAn,eager;grieved;regretful;worried,-,ADJ
l.h.f,malohuwf,مَلْهُوف,ma1o2uw3,ma1o2uw3,desirous;eager;worried,-,ADJ
l.H.f,mulotaHif,مُلْتَحِف,mu1ota2i3,mu1ota2i3,covered;wrapped,-,ADJ
l.h.f,mutalah~if,مُتَلَهِّف,muta1a2~i3,muta1a2~i3,anxious;impatient;yearning,-,ADJ
l.H.H,>alaH~,أَلَحّ,>a1o2a3,>a1o2a3,bother;harass;insist,gem trans,VERB
l.H.H,>alaH~,أَلَحّ,>a1o2a3,>a1a2~,bother;harass;insist,gem trans,VERB
l.H.H,laH~-a,لَحّ-َ,1a2a3_INTRANS,1a2~,be_close,INTRANS,VERB
l.H.H,laH~-a,لَحّ-َ,1a2a3_INTRANS,1a2a3,be_close,INTRANS,VERB
l.H.H,<iloHaAH,إِلْحَاح,<i1o2A3,<i1o2aA3,harangue;harassment;importunateness;insistence,-,NOUN
l.H.H,laAH~,لَاحّ,1A2i3,1aA2~,close;narrow,-,ADJ
l.H.H,laHiH,لَحِح,1a2i3,1a2i3,close;narrow,-,ADJ
l.H.H,laHuwH,لَحُوح,1a2uw3,1a2uw3,obstinate;persistent,-,ADJ
l.H.H,miloHaAH,مِلْحَاح,mi1o2A3,mi1o2aA3,obstinate;persistent,-,ADJ
l.H.H,muliH~,مُلِحّ,mu1o2i3,mu1i2~,insistent;pressing;urgent,-,ADJ
l.h.j,>alohaj,أَلْهَج,>a1o2a3,>a1o2a3,praise,trans,VERB
l.h.j,lahij-a,لَهِج-َ,1a2i3_INTRANS,1a2i3,be_dedicated;be_fond_of,INTRANS,VERB
l.h.j,lahojap,لَهْجَة,1a2o3+ap,1a2o3,dialect;tone,-,NOUN
l.h.j,luhojap,لُهْجَة,1u2o3+ap,1u2o3,appetizer,-,NOUN
l.h.l.q,laholaq,لَهْلَق,1a2o3a4_INTRANS,1a2o3a4,be_thirsty,INTRANS,VERB
l.H.m,{ilotaHam,ٱِلْتَحَم,{i1ota2a3,{i1ota2a3,cling_together;hold_firmly_together,trans,VERB
l.h.m,{ilotaham,ٱِلْتَهَم,{i1ota2a3,{i1ota2a3,consume;destroy;devour,trans,VERB
l.h.m,{isotaloham,ٱِسْتَلْهَم,{isota1o2a3,{isota1o2a3,be_inspired;seek_inspiration,trans,VERB
l.h.m,>aloham,أَلْهَم,>a1o2a3,>a1o2a3,inspire;make_swallow,trans,VERB
l.H.m,laH~am,لَحَّم,1a2~a3,1a2~a3,solder;weld,trans,VERB
l.H.m,laHam-u,لَحَم-ُ,1a2a3,1a2a3,solder;weld,trans,VERB
l.H.m,laHim-a,لَحِم-َ,1a2i3,1a2i3,get_stuck,trans,VERB
l.h.m,lahim-a,لَهِم-َ,1a2i3,1a2i3,consume;destroy;devour,trans,VERB
l.H.m,talaAHam,تَلَاحَم,ta1A2a3,ta1aA2a3,cling_together;hold_firmly_together,trans,VERB
l.h.m,talah~am,تَلَهَّم,ta1a2~3,ta1a2~a3,consume;destroy;devour,trans,VERB
l.H.m,{ilotiHaAm,ٱِلْتِحَام,{i1oti2A3,{i1oti2aA3,adhesion;close_union;cohesion;confrontation;engagement,-,NOUN
l.h.m,{ilotihaAm,ٱِلْتِهَام,{i1oti2A3,{i1oti2aA3,devouring;swallowing_up,-,NOUN
l.h.m,{isotilohaAm,ٱِسْتِلْهَام,{isoti1o2A3,{isoti1o2aA3,inspiration;search_for_inspiration,-,NOUN
l.h.m,<ilohaAm,إِلْهَام,<i1o2A3,<i1o2aA3,inspiration,-,NOUN
l.H.m,laH~aAm,لَحَّام,1a2~A3,1a2~aA3,butcher;welder,-,NOUN
l.H.m,laHaAmap,لَحَامَة,1a2A3+ap,1a2aA3,corpulence,-,NOUN
l.H.m,laHim,لَحِم,1a2i3,1a2i3,corpulent,-,NOUN
l.h.m,lahom,لَهْم,1a2o3,1a2o3,consuming;destroying;devouring,-,NOUN
l.H.m,laHom,لَحْم,1a2o3,1a2o3,Lahm;flesh;meat,-,NOUN
l.H.m,laHomap,لَحْمَة,1a2o3+ap,1a2o3,flesh;meat,-,NOUN
l.H.m,laHomiy~ap,لَحْمِيَّة,1a2o3+iy~ap,1a2o3iy~,conjunctiva,-,NOUN
l.h.m,lahuwm,لَهُوم,1a2uw3,1a2uw3,greedy,-,NOUN
l.H.m,liHaAm,لِحَام,1i2A3,1i2aA3,soldering;welding,-,NOUN
l.H.m,luHomap,لُحْمَة,1u2o3+ap,1u2o3,decisive_factor;kinship,-,NOUN
l.H.m,maloHamap,مَلْحَمَة,ma1o2a3+ap,ma1o2a3,epic;fierce_battle;massacre,-,NOUN
l.h.m,mulohimap,مُلْهِمَة,mu1o2i3+ap,mu1o2i3,inspiration,-,NOUN
l.H.m,mulotaHam,مُلْتَحَم,mu1ota2a3,mu1ota2a3,fused;merged,-,NOUN
l.H.m,mulotaHamap,مُلْتَحَمَة,mu1ota2a3+ap,mu1ota2a3,conjunctiva;conjunctiva_(membrane_covering_internal_part_of_eyelid),-,NOUN
l.H.m,talaAHum,تَلَاحُم,ta1A2u3,ta1aA2u3,clinging_together;holding_firmly_together,-,NOUN
l.h.m,lahim,لَهِم,1a2i3,1a2i3,greedy,-,ADJ
l.H.m,laHiym,لَحِيم,1a2iy3,1a2iy3,fleshy,-,ADJ
l.H.m,maloHamiy~,مَلْحَمِيّ,ma1o2a3+iy~,ma1o2a3iy~,epic;heroic,-,ADJ
l.h.m,muloham,مُلْهَم,mu1o2a3,mu1o2a3,inspired,-,ADJ
l.H.n,>aloHan,أَلْحَن,>a1o2a3,>a1o2a3,mispronounce;speak_ungrammatically,#n trans,VERB
l.H.n,laH~an,لَحَّن,1a2~a3,1a2~a3,compose_music;make_music,#n trans,VERB
l.H.n,laHan-a,لَحَن-َ,1a2a3,1a2a3,speak_ungrammatically,#n trans,VERB
l.H.n,laHin,لَحِن,1a2i3,1a2i3,sensible,-,NOUN
l.H.n,laHon,لَحْن,1a2o3,1a2o3,grammar_mistake;melody;solecism,-,NOUN
l.H.n,mulaH~in,مُلَحِّن,mu1a2~i3,mu1a2~i3,music_composer,-,NOUN
l.H.n,taloHiyn,تَلْحِين,ta1o2iy3,ta1o2iy3,musical_composition,-,NOUN
l.H.n,maloHuwn,مَلْحُون,ma1o2uw3,ma1o2uw3,colloquial;ungrammatical,-,ADJ
l.H.n,taloHiyniy~,تَلْحِينِيّ,ta1o2iy3+iy~,ta1o2iy3iy~,singable,-,ADJ
l.H.q,{ilotaHaq,ٱِلْتَحَق,{i1ota2a3,{i1ota2a3,be_attached;enlist;enroll,trans,VERB
l.H.q,{isotaloHaq,ٱِسْتَلْحَق,{isota1o2a3,{isota1o2a3,annex,trans,VERB
l.H.q,>aloHaq,أَلْحَق,>a1o2a3,>a1o2a3,append;attach;enroll,trans,VERB
l.H.q,laAHaq,لَاحَق,1A2a3,1aA2a3,go_after;join;persecute,trans,VERB
l.H.q,laHiq-a,لَحِق-َ,1a2i3,1a2i3,be_attached;follow,trans,VERB
l.h.q,lahiq-a,لَهِق-َ,1a2i3_INTRANS,1a2i3,be_white,INTRANS,VERB
l.H.q,talaAHaq,تَلَاحَق,ta1A2a3,ta1aA2a3,follow_successively,trans,VERB
l.H.q,{ilotiHaAq,ٱِلْتِحَاق,{i1oti2A3,{i1oti2aA3,affiliation;entering;joining,-,NOUN
l.H.q,{isotiloHaAq,ٱِسْتِلْحَاق,{isoti1o2A3,{isoti1o2aA3,annexation,-,NOUN
l.H.q,<iloHaAq,إِلْحَاق,<i1o2A3,<i1o2aA3,annexation;appending;causing;enrollment;inflicting;joining,-,NOUN
l.H.q,laAHiqap,لَاحِقَة,1A2i3+ap,1aA2i3,adjunct;appendage,-,NOUN
l.H.q,laHaq,لَحَق,1a2a3,1a2a3,alluvial_soil,-,NOUN
l.H.q,liHaAq,لِحَاق,1i2A3,1i2aA3,enrollment;membership,-,NOUN
l.H.q,mulaAHaqap,مُلَاحَقَة,mu1A2a3+ap,mu1aA2a3,persecution;pursuit,-,NOUN
l.H.q,mulaAHiq,مُلَاحِق,mu1A2i3,mu1aA2i3,companion;follower,-,NOUN
l.H.q,muloHaq,مُلْحَق,mu1o2a3,mu1o2a3,addendum;appendix;attaché,-,NOUN
l.H.q,muloHaqiy~ap,مُلْحَقِيَّة,mu1o2a3+iy~ap,mu1o2a3iy~,attach's_section;attaché's_section,-,NOUN
l.H.q,laAHiq,لَاحِق,1A2i3,1aA2i3,afterwards;attached;joined;later,-,ADJ
l.H.q,laHaqiy~,لَحَقِيّ,1a2a3+iy~,1a2a3iy~,alluvial,-,ADJ
l.H.q,muloHaq,مُلْحَق,mu1o2a3,mu1o2a3,adjacent;annexed;appended;attached,-,ADJ
l.H.q,mutalaAHiq,مُتَلَاحِق,muta1A2i3,muta1aA2i3,consecutive;continuous;successive,-,ADJ
l.H.s,laHas-a,لَحَس-َ,1a2a3,1a2a3,devour;eat_away_at,trans,VERB
l.H.s,laHis-a,لَحِس-َ,1a2i3,1a2i3,lap_up;lick_up,trans,VERB
l.H.s,laHos,لَحْس,1a2o3,1a2o3,eating_away_at;lapping_up,-,NOUN
l.H.s,laHosap,لَحْسَة,1a2o3+ap,1a2o3,lapping;licking,-,NOUN
l.H.s,maloHas,مَلْحَس,ma1o2a3,ma1o2a3,lapping;licking,-,NOUN
l.H.s,maloHuws,مَلْحُوس,ma1o2uw3,ma1o2uw3,imbecile,-,NOUN
l.H.s,maloHuws,مَلْحُوس,ma1o2uw3,ma1o2uw3,imbecile;licked,-,ADJ
l.h.T,lahaT-a,لَهَط-َ,1a2a3,1a2a3,slap,trans,VERB
l.h.T,lahoT,لَهْط,1a2o3,1a2o3,slapping,-,NOUN
l.h.v,lahav-a,لَهَث-َ,1a2a3,1a2a3,gasp;pant,trans,VERB
l.h.v,lahov,لَهْث,1a2o3,1a2o3,gasping;panting,-,NOUN
l.h.v,luhaAv,لُهَاث,1u2A3,1u2aA3,gasping;panting,-,NOUN
l.h.v,laAhiv,لَاهِث,1A2i3,1aA2i3,out_of_breath;panting,-,ADJ
l.h.v,lahovaAn,لَهْثَان,1a2o3aY,1a2o3,out_of_breath;panting,-,ADJ
l.h.v,lahovaAn,لَهْثَان,1a2o3An,1a2o3aAn,out_of_breath;panting,-,ADJ
l.H.w,laHaA-u,لَحَا-ُ,1a2a3,1a2,abuse;insult,#-aw trans,VERB
l.h.w,lahaA-u,لَهَا-ُ,1a2a3,1a2,be_amused_with;play;renounce,#-aw trans,VERB
l.h.w,<ilohaA',إِلْهَاء,<i1o2A3,<i1o2aA,delighting;distracting;entertaining,-,NOUN
l.h.w,lahaAp,لَهَاة,1a2a3+ap,1a2,uvula,-,NOUN
l.H.w,laHow,لَحْو,1a2o3,1a2o3,insult;vilification,-,NOUN
l.h.w,lahow,لَهْو,1a2o3,1a2o3,amusement;entertainment,-,NOUN
l.h.w,malohaAp,مَلْهَاة,ma1o2a3+ap,ma1o2,comedy;object_of_delight,-,NOUN
l.h.w,malohaY,مَلْهَى,ma1o2a3,ma1o2,amusement_center,-,NOUN
l.h.w,milohaY,مِلْهَى,mi1o2a3,mi1o2,toy,-,NOUN
l.h.w,talohiyap,تَلْهِيَة,ta1o2i3+ap,ta1o2iy,amusement;distraction,-,NOUN
l.h.w,laAhiy,لَاهِي,1A2i3,1aA2,heedless;oblivious,-,ADJ
l.h.w,lahawiy~,لَهَوِيّ,1a2a3+iy~,1a2a3iy~,uvular,-,ADJ
l.h.w,mulohiy,مُلْهِي,mu1o2i3,mu1o2,amusing;diverting,-,ADJ
l.h.w.j,{ilohaAj~,ٱِلْهَاجّ,{i1o2a3a4~,{i1o2aA4a4,coagulate;curdle,gem trans,VERB
l.h.w.j,{ilohaAj~,ٱِلْهَاجّ,{i1o2a3a4~,{i1o2aA4~,coagulate;curdle,gem trans,VERB
l.h.w.j,lahowajap,لَهْوَجَة,1a2o3a4+ap,1a2o3a4,haste;hurry,-,NOUN
l.H.y,{ilotaHaY,ٱِلْتَحَى,{i1ota2a3,{i1ota2,grow_a_beard,#-ay trans,VERB
l.h.y,{ilotahaY,ٱِلْتَهَى,{i1ota2a3_INTRANS,{i1ota2,be_distracted;be_entertained;play_with,INTRANS,VERB
l.h.y,>alohaY,أَلْهَى,>a1o2a3,>a1o2,delight;distract;entertain,#-ay ditrans,VERB
l.h.y,laAhaY,لَاهَى,1A2a3,1aA2,approach,#-ay trans,VERB
l.h.y,lah~aY,لَهَّى,1a2~a3,1a2~,amuse;delight;distract,#-ay trans,VERB
l.H.y,laHaY-a,لَحَى-َ,1a2a3,1a2,abuse;insult,#-ay trans,VERB
l.h.y,lahiy-a,لَهِي-َ,1a2a3,1a2,like;renounce,#-iy trans,VERB
l.H.y,talaAHaY,تَلَاحَى,ta1A2a3,ta1aA2,exchange_insults,#-ay trans,VERB
l.h.y,talaAhaY,تَلَاهَى,ta1A2a3_INTRANS,ta1aA2,be_amused;be_entertained,INTRANS,VERB
l.h.y,talah~aY,تَلَهَّى,ta1a2~3_INTRANS,ta1a2~,be_amused;be_entertained,INTRANS,VERB
l.H.y,laHoy,لَحْي,1a2o3,1a2o3,insult;jawbone;vilification,-,NOUN
l.H.y,liHaA',لِحَاء,1i2A3,1i2aA,inner_bark,-,NOUN
l.H.y,liHoyap,لِحْيَة,1i2o3+ap,1i2o3,beard,-,NOUN
l.H.y,mulotaHiy,مُلْتَحِي,mu1ota2i3,mu1ota2,bearded,-,NOUN
l.H.y,>aloHaY,أَلْحَى,>a1o2a3,>a1o2,long-bearded,-,ADJ
l.H.y,>aloHaY,أَلْحَى,1a2o3A',1a2o3aA,long-bearded,-,ADJ
l.H.Z,laAHaZ,لَاحَظ,1A2a3,1aA2a3,notice;observe,trans,VERB
l.H.Z,laHaZ-a,لَحَظ-َ,1a2a3,1a2a3,perceive;regard,trans,VERB
l.H.Z,laAHiZap,لَاحِظَة,1A2i3+ap,1aA2i3,glance;look,-,NOUN
l.H.Z,laHoZ,لَحْظ,1a2o3,1a2o3,glance;look,-,NOUN
l.H.Z,laHoZap,لَحْظَة,1a2o3+ap,1a2o3,instant;moment,-,NOUN
l.H.Z,maloHaZ,مَلْحَظ,ma1o2a3,ma1o2a3,observation;remark;statement,-,NOUN
l.H.Z,maloHuwZap,مَلْحُوظَة,ma1o2uw3+ap,ma1o2uw3,note;observation;remark,-,NOUN
l.H.Z,mulaAHaZap,مُلَاحَظَة,mu1A2a3+ap,mu1aA2a3,guideline;note;noticing;observation;observing;remark,-,NOUN
l.H.Z,mulaAHiZ,مُلَاحِظ,mu1A2i3,mu1aA2i3,observer;supervisor,-,NOUN
l.H.Z,maloHuwZ,مَلْحُوظ,ma1o2uw3,ma1o2uw3,noticeable;observable;remarkable,-,ADJ
l.H.Z,mulaAHaZ,مُلَاحَظ,mu1A2a3,mu1aA2a3,evident;obvious,-,ADJ
l.H.Z,mulaAHiZ,مُلَاحِظ,mu1A2i3,mu1aA2i3,observing,-,ADJ
l.j.>,{ilotaja>,ٱِلْتَجَأ,{i1ota2a3,{i1ota2,have_recourse;resort;take_refuge,#-a> trans,VERB
l.j.>,>aloja>,أَلْجَأ,>a1o2a3,>a1o2,protect;shelter,#-a> trans,VERB
l.j.>,laj~a>,لَجَّأ,1a2~a3,1a2~,coerce;compel,#-a> trans,VERB
l.j.>,laja>-a,لَجَأ-َ,1a2a3,1a2,have_recourse;resort;take_refuge,#-a> trans,VERB
l.j.>,{ilotijaA',ٱِلْتِجَاء,{i1oti2A3,{i1oti2aA,asylum;having_recourse;resorting,-,NOUN
l.j.>,laAji},لَاجِئ,1A2i3,1aA2i},refugee;seeking_refuge,-,NOUN
l.j.>,lujuw',لُجُوء,1u2uw3,1u2uw,asylum;refuge;resorting;taking_refuge,-,NOUN
l.j.>,maloja>,مَلْجَأ,ma1o2a3,ma1o2,refuge;shelter,-,NOUN
l.j.>,mulotaji},مُلْتَجِئ,mu1ota2i3,mu1ota2i},refugee;seeking_refuge,-,NOUN
l.j.>,laAji},لَاجِئ,1A2i3,1aA2i},seeking_refuge,-,ADJ
l.j.>,muloji},مُلْجِئ,mu1o2i3,mu1o2i},urgent,-,ADJ
l.j.b,lajab,لَجَب,1a2a3,1a2a3,noise;tumult,-,NOUN
l.j.b,lajib,1a2i3,1a2i3,clamorous;noisy,-,ADJ,
l.j.j,{ilotaj~,{i1ota2a3_INTRANS,{i1ota2~,be_noisy;be_uproarious,INTRANS,VERB,
l.j.j,{ilotaj~,{i1ota2a3_INTRANS,{i1ota2a3,be_noisy;be_uproarious,INTRANS,VERB,
l.j.j,laAj~,1A2a3,1aA2~,argue_with;dispute_with,gem trans,VERB,
l.j.j,laAj~,1A2a3,1aA2a3,argue_with;dispute_with,gem trans,VERB,
l.j.j,laj~-a,1a2a3_INTRANS,1a2~,be_stubborn;persist,INTRANS,VERB,
l.j.j,laj~-a,1a2i3_INTRANS,1a2i3,be_stubborn;persist,INTRANS,VERB,
l.j.j,laj~-a,1a2a3_INTRANS,1a2a3,be_stubborn;persist,INTRANS,VERB,
l.j.j,laj~-i,1a2a3_INTRANS,1a2~,be_stubborn;persist,INTRANS,VERB,
l.j.j,laj~-i,1a2i3_INTRANS,1a2i3,be_stubborn;persist,INTRANS,VERB,
l.j.j,laj~-i,1a2a3_INTRANS,1a2a3,be_stubborn;persist,INTRANS,VERB,
l.j.j,laAj~,1A2i3,1aA2~,obstinate;troublesome,-,NOUN,
l.j.j,laj~ap,1a2o3+ap,1a2~,clamor;noise,-,NOUN,
l.j.j,lajaAjap,1a2A3+ap,1a2aA3,obstinacy;persistence,-,NOUN,
l.j.j,luj~,1u2o3,1u2~,abyss;depth,-,NOUN,
l.j.j,luj~ap,1u2o3+ap,1u2~,abyss;depth,-,NOUN,
l.j.j,lajuwj,1a2uw3,1a2uw3,obstinate;troublesome,-,ADJ,
l.j.j,luj~iy~,1u2o3+iy~,1u2~iy~,fathomless;profound,-,ADJ,
l.j.l.j,lajolaj,1a2o3a4,1a2o3a4,stammer;stutter,trans,VERB,
l.j.l.j,talajolaj,ta1a2o3a4,ta1a2o3a4,stammer;stutter,trans,VERB,
l.j.l.j,lajolaAj,1a2o3A4,1a2o3aA4,stammerer;stammering;stutterer;stuttering,-,NOUN,
l.j.l.j,mulajolaj,mu1a2o3a4,mu1a2o3a4,reiterated;repeated,-,ADJ,
l.j.m,{ilotajam,{i1ota2a3_INTRANS,{i1ota2a3,be_bridled;be_harnessed,INTRANS,VERB,
l.j.m,>alojam,>a1o2a3,>a1o2a3,bridle;restrain,trans,VERB,
l.j.m,laj~am,1a2~a3,1a2~a3,bridle;restrain,trans,VERB,
l.j.m,lajam-u,1a2a3,1a2a3,sew,trans,VERB,
l.j.m,lajom,1a2o3,1a2o3,bridle;control;rein_in,-,NOUN,
l.j.m,lijaAm,1i2A3,1i2aA3,bridle;rein,-,NOUN,
l.j.m,talojiym,ta1o2iy3,ta1o2iy3,bridling;harnessing;restraining,-,NOUN,
l.j.m,malojuwm,ma1o2uw3,ma1o2uw3,bridled;harnessed,-,ADJ,
l.j.m,mulojam,mu1o2a3,mu1o2a3,bridled;harnessed,-,ADJ,
l.j.n,lajin-a,1a2i3,1a2i3,adhere;cling;stick,#n trans,VERB,
l.j.n,lajonap,1a2o3+ap,1a2o3,commission;committee;council,-,NOUN,
l.j.n,lujayon,1u2ayo3,1u2ayo3,silver,-,NOUN,
l.j.n,lujayon,1u2ayo3+iy~,1u2ayo3iy~,silvery,-,ADJ,
l.k.>,laki},1a2i3_INTRANS,1a2i3,remain,INTRANS,VERB,
l.k.>,talak~a>,ta1a2~3_INTRANS,ta1a2~,be_slow;hesitate,INTRANS,VERB,
l.k.>,laka>,1a2a3,1a2,remaining,-,NOUN,
l.k.>,lako',1a2o3,1a2o,striking,-,NOUN,
l.k.>,luka>ap,1u2a3+ap,1u2a,defaulting;hesitant;in_arrear;slow,-,NOUN,
l.k.>,talak~u&,ta1a2~u3,ta1a2~u&,loafing;loitering,-,NOUN,
l.k.E,lakaAEap,1a2A3+ap,1a2aA3,depravity;wickedness,-,NOUN,
l.k.E,lakiyE,1a2iy3,1a2iy3,depraved;wicked,-,ADJ,
l.k.k,{ilotak~,{i1ota2a3_INTRANS,{i1ota2~,be_crowded,INTRANS,VERB,
l.k.k,{ilotak~,{i1ota2a3_INTRANS,{i1ota2a3,be_crowded,INTRANS,VERB,
l.k.m,laAkam,1A2a3,1aA2a3,box_with;have_a_fist_fight_with,trans,VERB,
l.k.m,lakam-u,1a2a3,1a2a3,punch,trans,VERB,
l.k.m,lakom,1a2o3,1a2o3,punching,-,NOUN,
l.k.m,lakomap,1a2o3+ap,1a2o3,punch,-,NOUN,
l.k.m,milokamap,mi1o2a3+ap,mi1o2a3,boxing_glove,-,NOUN,
l.k.m,mulaAkamap,mu1A2a3+ap,mu1aA2a3,boxing,-,NOUN,
l.k.m,mulaAkim,mu1A2i3,mu1aA2i3,boxer;pugilist,-,NOUN,
l.k.n,lakin-a,1a2i3,1a2i3,stammer,#n trans,VERB,
l.k.n,lakaAnap,1a2A3+ap,1a2aA3,speech_defect;stammer,-,NOUN,
l.k.n,lakan,1a2a3,1a2a3,basin,-,NOUN,
l.k.n,lakonap,1a2o3+ap,1a2o3,accent,-,NOUN,
l.k.n,lukonap,1u2o3+ap,1u2o3,incorrect_pronunciation,-,NOUN,
l.k.n,lukuwnap,1u2uw3+ap,1u2uw3,speech_defect;stammer,-,NOUN,
l.k.n,>alokan,>a1o2a3,>a1o2a3,stammerer;stutterer,-,ADJ,
l.k.n,>alokan,1a2o3A',1a2o3aA,stammerer;stutterer,-,ADJ,
l.m.E,{ilotamaE,{i1ota2a3,{i1ota2a3,flash;glitter,trans,VERB,
l.m.E,>alomaE,>a1o2a3,>a1o2a3,point_out;wave,trans,VERB,
l.m.E,lam~aE,1a2~a3,1a2~a3,make_shine;polish,trans,VERB,
l.m.E,lamaE-a,1a2a3,1a2a3,glitter;shine,trans,VERB,
l.m.E,<ilomaAE,<i1o2A3,<i1o2aA3,allusion,-,NOUN,
l.m.E,>alomaE,>a1o2a3,>a1o2a3,bright;shrewd,-,NOUN,
l.m.E,>alomaEiy~ap,>a1o2a3+iy~ap,>a1o2a3iy~,cleverness;shrewdness,-,NOUN,
l.m.E,laAmiEap,1A2i3+ap,1aA2i3,gloss;shine,-,NOUN,
l.m.E,lamaEaAn,1a2a3An,1a2a3aAn,glitter;shine,-,NOUN,
l.m.E,lamoE,1a2o3,1a2o3,glitter;shine,-,NOUN,
l.m.E,lumoEap,1u2o3+ap,1u2o3,glitter;shine,-,NOUN,
l.m.E,talomiyE,ta1o2iy3,ta1o2iy3,polishing,-,NOUN,
l.m.E,>alomaEiy~,>a1o2a3+iy~,>a1o2a3iy~,bright;shrewd,-,ADJ,
l.m.E,laAmiE,1A2i3,1aA2i3,illustrious;splendid,-,ADJ,
l.m.E,lam~aAE,1a2~A3,1a2~aA3,glossy;shining,-,ADJ,
l.m.E,mutalam~iE,muta1a2~i3,muta1a2~i3,radiant;shining,-,ADJ,
l.m.H,>alomaH,>a1o2a3,>a1o2a3,mention;refer,trans,VERB,
